entry_time,exit_time,side,entry_price,exit_price,size,pnl_pct,pnl_usd,fees_usd,net_pnl_usd,exit_reason,duration,mae_pct,mfe_pct,partial_tp_hit,partial_tp_time,partial_tp_price,tsl_history,chart_ohlcv,entry_hour,exit_hour,entry_day_of_week,exit_day_of_week
2025-11-03 00:00:00,2025-11-03 00:45:00,Short,188.6616965,187.51068328100956,50.0,0.613838741798789,0.3069193708993945,0.0375,0.2694193708993945,Dynamic TP Level 1 (25%),0 days 00:45:00,-0.07325397245763199,1.1590865951742746,True,2025-11-03 00:45:00,187.48256089687501,"[[""2025-11-03 00:15:00"", 189.1008]]","{""index"": [1762128000000, 1762128900000, 1762129800000, 1762130700000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[187.68, 189.08, 187.42, 188.69, 211903.4], [188.69, 188.8, 187.6, 187.72, 111796.6], [187.72, 188.27, 187.65, 188.1, 93406.9], [188.1, 188.4, 186.5, 186.52, 160498.5]]}",0,0,0,0
2025-11-03 00:00:00,2025-11-03 01:00:00,Short,188.6616965,186.33137080754412,50.0,1.2506351895316792,0.6253175947658396,0.0375,0.5878175947658396,Dynamic TP Level 2 (50%),0 days 01:00:00,-0.07325397245763199,1.3710689914566698,True,2025-11-03 01:00:00,186.30342529375002,"[[""2025-11-03 00:15:00"", 189.1008], [""2025-11-03 00:45:00"", 187.992]]","{""index"": [1762128000000, 1762128900000, 1762129800000, 1762130700000, 1762131600000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[187.68, 189.08, 187.42, 188.69, 211903.4], [188.69, 188.8, 187.6, 187.72, 111796.6], [187.72, 188.27, 187.65, 188.1, 93406.9], [188.1, 188.4, 186.5, 186.52, 160498.5], [186.52, 186.96, 186.11, 186.84, 126536.1]]}",0,1,0,0
2025-11-03 00:00:00,2025-11-03 02:00:00,Short,188.6616965,185.15205833407862,50.0,1.895543693923618,0.947771846961809,0.0375,0.9102718469618091,Dynamic TP Level 3 (75%),0 days 02:00:00,-0.07325397245763199,2.205805569099084,True,2025-11-03 02:00:00,185.124289690625,"[[""2025-11-03 00:15:00"", 189.1008], [""2025-11-03 00:45:00"", 187.992], [""2025-11-03 01:00:00"", 187.59888], [""2025-11-03 01:15:00"", 187.51824], [""2025-11-03 01:30:00"", 186.77231999999998]]","{""index"": [1762128000000, 1762128900000, 1762129800000, 1762130700000, 1762131600000, 1762132500000, 1762133400000, 1762134300000, 1762135200000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[187.68, 189.08, 187.42, 188.69, 211903.4], [188.69, 188.8, 187.6, 187.72, 111796.6], [187.72, 188.27, 187.65, 188.1, 93406.9], [188.1, 188.4, 186.5, 186.52, 160498.5], [186.52, 186.96, 186.11, 186.84, 126536.1], [186.84, 187.11, 186.03, 186.45, 85051.5], [186.45, 186.79, 185.29, 186.05, 123277.9], [186.05, 186.55, 185.43, 185.46, 70046.0], [185.46, 185.88, 184.59, 185.28, 128146.9]]}",0,2,0,0
2025-11-03 00:00:00,2025-11-03 02:30:00,Short,188.6616965,183.97274586061314,50.0,2.548720256064141,1.2743601280320704,0.0375,1.2368601280320703,Dynamic TP Level 4 (100%),0 days 02:30:00,-0.07325397245763199,2.925093562465908,True,2025-11-03 02:30:00,183.94515408750001,"[[""2025-11-03 00:15:00"", 189.1008], [""2025-11-03 00:45:00"", 187.992], [""2025-11-03 01:00:00"", 187.59888], [""2025-11-03 01:15:00"", 187.51824], [""2025-11-03 01:30:00"", 186.77231999999998], [""2025-11-03 02:00:00"", 186.06672], [""2025-11-03 02:15:00"", 185.74416000000002]]","{""index"": [1762128000000, 1762128900000, 1762129800000, 1762130700000, 1762131600000, 1762132500000, 1762133400000, 1762134300000, 1762135200000, 1762136100000, 1762137000000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[187.68, 189.08, 187.42, 188.69, 211903.4], [188.69, 188.8, 187.6, 187.72, 111796.6], [187.72, 188.27, 187.65, 188.1, 93406.9], [188.1, 188.4, 186.5, 186.52, 160498.5], [186.52, 186.96, 186.11, 186.84, 126536.1], [186.84, 187.11, 186.03, 186.45, 85051.5], [186.45, 186.79, 185.29, 186.05, 123277.9], [186.05, 186.55, 185.43, 185.46, 70046.0], [185.46, 185.88, 184.59, 185.28, 128146.9], [185.28, 185.35, 184.27, 184.39, 115429.3], [184.39, 184.39, 183.3, 183.73, 187291.0]]}",0,2,0,0
2025-11-03 03:00:00,2025-11-03 03:45:00,Long,180.61708850000002,178.33262098751598,200.0600873788132,-1.26481249999999,-2.5303849926781314,0.1500450655341099,-2.6804300582122416,SL,0 days 00:45:00,-2.2794567968024926,2.925093562465908,False,,,,"{""index"": [1762138800000, 1762139700000, 1762140600000, 1762141500000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[183.43, 183.63, 180.35, 180.59, 481302.6], [180.59, 181.36, 180.09, 180.46, 277071.3], [180.46, 180.49, 178.7, 178.94, 398375.2], [178.94, 178.94, 176.5, 177.42, 533635.4]]}",3,3,0,0
2025-11-03 07:00:00,2025-11-03 07:30:00,Long,175.79636550000004,176.86855852045738,50.0,0.6099062499999919,0.30495312499999594,0.0375,0.26745312499999596,Dynamic TP Level 1 (25%),0 days 00:30:00,-0.12307734541874282,0.6676102185969146,True,2025-11-03 07:30:00,176.89509278437504,"[[""2025-11-03 07:15:00"", 175.45504]]","{""index"": [1762153200000, 1762154100000, 1762155000000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[175.96, 176.06, 175.28, 175.77, 128795.3], [175.77, 176.87, 175.58, 176.42, 180832.7], [176.42, 176.97, 175.92, 175.92, 124581.2]]}",7,7,0,0
2025-11-03 07:00:00,2025-11-03 08:15:00,Long,175.79636550000004,175.76999604517505,150.00647877764897,-0.014999999999987246,-0.02250097181662821,0.11250485908323674,-0.13500583089986495,SL,0 days 01:15:00,-0.236845340241143,0.6676102185969146,True,2025-11-03 07:30:00,176.89509278437504,"[[""2025-11-03 07:15:00"", 175.45504]]","{""index"": [1762153200000, 1762154100000, 1762155000000, 1762155900000, 1762156800000, 1762157700000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[175.96, 176.06, 175.28, 175.77, 128795.3], [175.77, 176.87, 175.58, 176.42, 180832.7], [176.42, 176.97, 175.92, 175.92, 124581.2], [175.92, 176.66, 175.85, 176.35, 99916.4], [176.35, 176.47, 175.93, 176.1, 90670.6], [176.1, 176.27, 175.38, 175.63, 97607.3]]}",7,8,0,0
2025-11-03 09:00:00,2025-11-03 10:45:00,Long,176.46646600000003,174.23449607972378,200.00912772353095,-1.26481249999999,-2.5297404485881647,0.15000684579264822,-2.679747294380813,SL,0 days 01:45:00,-1.67536986885658,0.0,False,,,,"{""index"": [1762160400000, 1762161300000, 1762162200000, 1762163100000, 1762164000000, 1762164900000, 1762165800000, 1762166700000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[175.54, 176.8, 175.27, 176.44, 200469.3], [176.44, 176.44, 174.87, 175.49, 190117.5], [175.49, 175.78, 175.01, 175.39, 106314.4], [175.39, 175.58, 174.5, 174.82, 131111.8], [174.82, 175.58, 174.78, 175.4, 93616.6], [175.4, 175.83, 175.27, 175.71, 73175.1], [175.71, 175.71, 174.48, 174.53, 114887.6], [174.53, 175.02, 173.51, 174.01, 408554.2]]}",9,10,0,0
2025-11-03 11:15:00,2025-11-03 12:15:00,Long,175.13626650000003,176.2044335354002,49.99,0.6099062500000141,0.30489213437500706,0.037492500000000005,0.2673996343750071,Dynamic TP Level 1 (25%),0 days 01:00:00,-0.33474877118042645,0.7558306034803897,True,2025-11-03 12:15:00,176.23086816562503,"[[""2025-11-03 11:45:00"", 174.31423999999998], [""2025-11-03 12:00:00"", 174.73087999999998]]","{""index"": [1762168500000, 1762169400000, 1762170300000, 1762171200000, 1762172100000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[174.97, 176.01, 174.51, 175.11, 163517.3], [175.11, 175.33, 174.55, 175.09, 102808.1], [175.09, 175.72, 175.06, 175.14, 106416.6], [175.14, 176.14, 174.82, 175.9, 187985.1], [175.9, 176.46, 175.9, 176.31, 110686.1]]}",11,12,0,0
2025-11-03 11:15:00,2025-11-03 13:00:00,Long,175.13626650000003,175.10999606002503,149.96553277764335,-0.01500000000000945,-0.022494829916660675,0.11247414958323251,-0.1349689794998932,SL,0 days 01:45:00,-0.33474877118042645,0.7558306034803897,True,2025-11-03 12:15:00,176.23086816562503,"[[""2025-11-03 11:45:00"", 174.31423999999998], [""2025-11-03 12:00:00"", 174.73087999999998]]","{""index"": [1762168500000, 1762169400000, 1762170300000, 1762171200000, 1762172100000, 1762173000000, 1762173900000, 1762174800000], ""columns"": [""open"", ""high"", ""low"", ""close"", ""volume""], ""data"": [[174.97, 176.01, 174.51, 175.11, 163517.3], [175.11, 175.33, 174.55, 175.09, 102808.1], [175.09, 175.72, 175.06, 175.14, 106416.6], [175.14, 176.14, 174.82, 175.9, 187985.1], [175.9, 176.46, 175.9, 176.31, 110686.1], [176.31, 176.36, 175.67, 175.69, 66136.1], [175.69, 176.06, 175.23, 175.4, 65314.2], [175.4, 175.45, 174.86, 175.23, 74417.3]]}",11,13,0,0
