equity
10000.0
10000.332778211417
10001.049086459978
10002.154810117094
10003.655971070528
10003.986046798027
10003.850998990547
10002.354894191983
10002.684903930733
10002.549870542638
10002.879880281387
10002.744843383718
10003.074853122467
10002.939812715285
10003.269822454035
10003.134778537406
10003.464854264905
10004.170023719904
10005.250286902405
10006.705140331384
10007.035282047633
10006.900188355106
10007.230330071356
10007.095232867965
10003.913426903198
10004.243502630698
10004.948672085697
10005.782419527819
10006.115397406164
10005.980323699032
10006.313301577376
10007.030039610885
10007.827775318156
10004.690103898496
10005.023015221197
10004.88795217548
10005.220863498182
10005.93745827004
10007.04362421662
10007.866685642368
10008.199730076354
10008.064627853146
10004.926882175072
10005.259793497773
10005.976388269632
10007.082554216211
10008.584872193758
10008.915079898758
10008.779961371058
10009.110169076057
10008.975047036753
10009.305254741752
10009.170129190905
10009.500402884654
10009.36528282233
10009.695556516079
10010.401148903578
10011.482059984828
10012.144002659228
10012.477180204498
10012.342018991058
10012.675196536327
10012.540031758683
10012.873209303953
10012.738040962167
10013.068380644667
10012.93320535993
10013.26354504243
10013.128366244733
10013.458771915983
10013.32359860539
10013.65400427664
10013.518827451864
10013.849233123114
10014.555107465614
10015.636450479364
10017.092982165246
10016.220521846
10013.035814449977
10013.366220121226
10014.072094463727
10015.634166697131
10015.967477353686
10016.684931695443
10017.792424510411
10019.295767651503
10019.629211419344
10020.3469522844
10020.847956353218
10021.181400121059
10021.046118239468
10021.37962856295
10021.24435211431
10021.577862437793
10022.2957465645
10023.403902813661
10024.907912581553
10025.238648196553
10025.103307854126
10025.434109457876
10025.298774598334
10025.629576202084
10025.494237824141
10025.825039427891
10026.278412415533
10026.609214019283
10027.315934226783
10028.205771999561
10027.058277379785
10027.389144972285
10027.253783923292
10026.540415237265
10026.87405867203
10026.738701328068
10027.072344762833
10026.93698384981
10027.270627284575
10027.135262802554
10027.466130395054
10028.172991580055
10029.019923056876
10029.350856638126
10029.21546927951
10029.54640286076
10029.609262290443
10029.940195871694
10029.804797904972
10030.138574451023
10030.282410114543
10030.613343695793
10030.477933612412
10030.808867193662
10031.515869356163
10034.434426120511
10034.768335777848
10034.63287234434
10033.943061027541
10034.276970684878
10034.14151609572
10032.377953918953
10032.708953488953
10032.573514685782
10032.904514255782
10033.611657395782
10034.498778963904
10034.83268862124
10035.551432317845
10036.660915435396
10038.167479835074
10038.501522603694
10039.220552823597
10040.330478230611
10041.837444161345
10042.168773675096
10042.876621702595
10043.960988243845
10045.421778705977
10045.753240197228
