feature,avg_profitable,avg_unprofitable,difference,difference_pct,std_profitable,std_unprofitable,n_profitable,n_unprofitable,abs_diff_pct
hl_spread,0.01947597456910432,0.014557591218202501,-0.004918383350901818,-25.253593002242297,0.016739841020063807,0.005277768413783836,15,8,25.253593002242297
rsi_slope_12h,-7.678380095094388,-5.906103770492382,1.7722763246020063,-23.08138308670457,7.793793635309612,6.310498622555225,33,14,23.08138308670457
rsi_14_6h,29.946131695938885,36.7896975960623,6.843565900123412,22.85292127080138,4.88293977669362,8.504511026319946,17,6,22.85292127080138
mfi_14_4h,32.1777800666725,39.3824630424964,7.2046829758239,22.390242462021202,14.933483182743302,11.068706537843758,8,8,22.390242462021202
dist_from_swing_low_50_2h,0.08019011609261356,0.06345991267531832,-0.01673020341729524,-20.86317395771458,0.060683216333184783,0.04773052902028592,24,12,20.86317395771458
rvol_ratio_6h,0.7045460128927481,0.8479987042884408,0.14345269139569272,20.36101102988291,0.07856294259778658,0.0,8,1,20.36101102988291
atr_normalized,0.009151487982475658,0.01096955766800688,0.0018180696855312223,19.86638335768648,0.0023259313543327496,0.00272554000997199,33,14,19.86638335768648
dist_from_swing_high_50,-0.03493347099953549,-0.028306746213708735,0.006626724785826755,-18.96955726476442,0.02379928212164202,0.02003187292725551,33,14,18.96955726476442
rsi_price_divergence_cont_4h,0.06488429878525445,0.07656454816608041,0.011680249380825958,18.001657719202168,0.240905591733374,0.21138130831559693,33,14,18.001657719202168
tr_percentile,0.6443441358024691,0.5356407995296883,-0.10870333627278073,-16.870384974855263,0.18228161112045668,0.1945148530576985,32,14,16.870384974855263
rsi_slope_1d,-2.1735632985290274,-2.5394352531365714,-0.36587195460754396,16.83281802076572,5.3964759873084285,6.030726279200352,33,14,16.83281802076572
rsi_14_2h,52.84432209846488,44.085364097960046,-8.758958000504833,-16.57502197527344,10.804402145939065,5.148674053612537,6,3,16.57502197527344
roc_5_atr_norm_12h,-0.47567717701828005,-0.5449767743335178,-0.06929959731523772,14.568619362743688,1.3042031230691382,0.793791037482613,13,6,14.568619362743688
bbw_squeeze,1.2981130613610339,1.4556596635251111,0.15754660216407723,12.136585545090671,0.7962244434686664,0.6554248079267906,11,5,12.136585545090671
obv,-0.4927908262591848,-0.5509281437842717,-0.058137317525086885,11.797564895112188,2.213173525616954,3.124781980240338,16,6,11.797564895112188
rvol_ratio_1h,0.8150791128196587,0.719935208959657,-0.09514390386000171,-11.672965527341747,0.4040361738386703,0.059691983773876266,6,3,11.672965527341747
higher_lows_count_20,9.0,10.0,1.0,11.11111111111111,0.0,0.0,1,1,11.11111111111111
rsi_14,49.95237405736141,55.443220984889805,5.490846927528395,10.992164098593461,13.859582776179021,15.844138707150364,23,11,10.992164098593461
