symbol,side,createdTime,updatedTime,avgEntryPrice,avgExitPrice,qty,closedPnl,stopLoss,takeProfit,leverage
XRPUSDT,Buy,2025-11-07 16:53:07.941,2025-11-07 18:40:40.645,2.2958,2.346,23.7,-1.23120222,0.0,0.0,20
HBARUSDT,Buy,2025-11-07 16:55:03.012,2025-11-07 18:19:40.646,0.17459,0.17967,204.0,-1.06360226,0.0,0.0,20
DOGEUSDT,Buy,2025-11-07 17:11:15.900,2025-11-07 18:03:07.957,0.17676666,0.18069,309.0,-1.25394246,0.0,0.0,20
WIFUSDT,Buy,2025-11-07 17:13:49.400,2025-11-07 18:19:09.717,0.4781,0.4925,74.0,-1.09272063,0.0,0.0,20
PONKEUSDT,Buy,2025-11-07 17:46:28.033,2025-11-07 17:46:28.037,0.05314,0.05292,283.0,0.05101527,0.0,0.0,20
BRETTUSDT,Buy,2025-11-07 18:03:24.565,2025-11-07 19:41:17.982,0.02387333,0.02437,1860.0,-0.95761139,0.0,0.0,20
PONKEUSDT,Buy,2025-11-07 18:09:09.767,2025-11-07 19:05:06.388,0.05405333,0.05591,822.0,-1.5603433,0.0,0.0,20
ONDOUSDT,Buy,2025-11-07 18:19:00.987,2025-11-07 19:05:43.440,0.68345,0.67086191,42.0,0.50746211,0.0,0.0,20
1000PEPEUSDT,Buy,2025-11-07 18:19:18.223,2025-11-07 19:05:35.788,0.006252,0.006156,2200.0,0.20100036,0.0,0.0,20
LINKUSDT,Buy,2025-11-07 18:45:04.419,2025-11-07 18:45:04.422,15.5865,16.365,2.4,-1.89748332,0.0,0.0,20
1000PEPEUSDT,Buy,2025-11-09 07:15:49.661,2025-11-09 07:15:49.664,0.006289,0.00597,2200.0,0.69538243,0.0,0.0,20
SOLUSDT,Buy,2025-11-09 07:15:52.326,2025-11-09 07:15:52.330,162.665,158.29,0.2,0.84949261,0.0,0.0,20
