symbol,orderType,leverage,updatedTime,side,orderId,closedPnl,openFee,closeFee,avgEntryPrice,qty,cumEntryValue,createdTime,orderPrice,closedSize,avgExitPrice,execType,fillCount,cumExitValue,date,outcome
FARTCOINUSDT,Market,10.0,1754313378920,Sell,592b057f-43ef-4653-ad7f-0d3993a960a9,-0.483015,1.590765,1.59225,0.9641,3000.0,2892.3,1754313378916,0.8677,3000,0.965,Trade,6,2895,2025-08-04 13:16:18.916,LOSS
PONKEUSDT,Market,10.0,1754316468199,Buy,2a7d1735-2512-4ac9-8e96-bdaaa5cdf98a,-70.81256203,1.56302228,1.60022961,0.11367434,25000.0,2841.85864986,1754316468194,0.12504,25000,0.11638032,Trade,48,2909.50796,2025-08-04 14:07:48.194,LOSS
PONKEUSDT,Market,10.0,1754318049907,Sell,02d847c7-fbeb-48ac-940f-14492e6a57a9,13.48948632,1.59525233,1.60443135,0.11601834,25000.0,2900.45846,1754318049903,0.10442,25000,0.1166859,Trade,41,2917.14763,2025-08-04 14:34:09.903,WIN
1000PEPEUSDT,Market,3.0,1754335466806,Buy,631144ba-928e-4124-b71f-22253bb86edf,-63.54606374,0.83500806,0.8693025,0.0101213,150000.0,1518.19645,1754335466802,0.011063,150000,0.010537,Trade,1,1580.55,2025-08-04 19:24:26.802,LOSS
PONKEUSDT,Market,10.0,1754335642327,Buy,af1a9203-f920-4709-af12-98bd5a85829c,-73.49819198,1.8814319,1.91986022,0.11402615,30000.0,3420.78451014,1754335642322,0.12542,30000,0.11635515,Trade,63,3490.65445,2025-08-04 19:27:22.322,LOSS
PONKEUSDT,Market,10.0,1754337423021,Sell,807bff7b-652b-46e0-925d-955fed294604,-0.48853428,0.31873114,0.31881314,0.11590223,5000.0,579.51113,1754337423017,0.10432,5000,0.11593202,Trade,17,579.66014,2025-08-04 19:57:03.017,LOSS
DOGEUSDT,Market,10.0,1754337430643,Sell,622d5f24-d7a6-4124-af06-a5c7e19a0c19,-0.05650544,1.123485,1.12469044,0.20427,10000.0,2042.7,1754337430639,0.19429,10000,0.20448916,Trade,6,2044.89167,2025-08-04 19:57:10.639,LOSS
DOGEUSDT,Market,10.0,1754338462291,Buy,785cb75a-2ed4-4346-a221-f8eb825c50e6,0.32214249,0.5643275,0.56353001,0.20521,5000.0,1026.05,1754338462287,0.21513,5000,0.20492,Trade,4,1024.6,2025-08-04 20:14:22.287,WIN
1000PEPEUSDT,Market,3.0,1754339051326,Buy,edfd1e03-d8ab-4880-ae99-37e718cd7328,-34.24939312,0.41750403,0.4360125,0.0101213,75000.0,759.098225,1754339051322,0.011102,75000,0.01057,Trade,1,792.75,2025-08-04 20:24:11.322,LOSS
1000PEPEUSDT,Market,3.0,1754339067190,Buy,9d8a2732-f68c-42e8-bbc5-46d90dc79ee3,-33.87418687,0.41750403,0.43580625,0.0101213,75000.0,759.098225,1754339067186,0.011095,75000,0.010565,Trade,2,792.375,2025-08-04 20:24:27.186,LOSS
PONKEUSDT,Market,10.0,1754339345714,Sell,f397fec6-6d76-484a-907f-3497130c8df2,-1.37185804,0.31981554,0.3194125,0.11629653,5000.0,581.48263,1754339345710,0.10467,5000,0.11615,Trade,2,580.75,2025-08-04 20:29:05.710,LOSS
PONKEUSDT,Market,10.0,1754339777484,Sell,5fd2a96d-a645-41f3-911d-67cf74496f38,0.09035584,0.32118046,0.3215837,0.11679288,5000.0,583.96437,1754339777480,0.10512,5000,0.11693949,Trade,18,584.69749,2025-08-04 20:36:17.480,WIN
PONKEUSDT,Market,5.0,1754345475157,Sell,0c678fff-1626-49d3-b153-8c1a115d0230,-2.41613998,0.32772446,0.32675552,0.11917252,5000.0,595.86259,1754345475153,0.10099,5000,0.11882018,Trade,2,594.10093,2025-08-04 22:11:15.153,LOSS
PONKEUSDT,Market,5.0,1754375827703,Sell,09b2694d-6e23-470f-828b-be99e571c814,-0.90393655,0.31756223,0.31741432,0.11547716,5000.0,577.38578,1754375827699,0.09818,5000,0.11542336,Trade,16,577.11682,2025-08-05 06:37:07.699,LOSS
PONKEUSDT,Market,10.0,1754413904587,Buy,c44604cd-9b21-47bb-a62a-5b8ed05db782,13.77395399,0.12733509,0.11963592,0.11575915,2000.0,231.51831,1754413904584,0.12506,2000,0.10875991,Trade,6,217.51982,2025-08-05 17:11:44.584,WIN
PONKEUSDT,Market,5.0,1754420885226,Sell,80fff930-b761-4404-ad3c-ca36ceb43e2a,0.92643414,0.29903343,0.29987243,0.10873942,5000.0,543.69709,1754420885222,0.09272,5000,0.10904448,Trade,18,545.22243,2025-08-05 19:08:05.222,WIN
PONKEUSDT,Market,5.0,1754423893533,Sell,90b5fead-f5f2-460e-a8d9-1d0faf1ceb4e,-2.44269772,0.29855171,0.29753601,0.10856423,5000.0,542.82113,1754423893530,0.09202,5000,0.1081949,Trade,9,540.97452,2025-08-05 19:58:13.530,LOSS
PONKEUSDT,Market,5.0,1754430650801,Sell,13487973-5b9f-4a16-95f6-00f2fc6ba1e6,-10.34036404,0.2992275,0.29386654,0.10881,5000.0,544.05,1754430650797,0.09101,5000,0.10686054,Trade,10,534.30273,2025-08-05 21:50:50.797,LOSS
1000PEPEUSDT,Market,10.0,1754430718024,Buy,de3799d8-3614-4674-84de-0c4abb9b0ac3,1.59437371,1.10726,1.10516629,0.010066,200000.0,2013.2,1754430718020,0.010544,200000,0.01004697,Trade,16,2009.3932,2025-08-05 21:51:58.020,WIN
1000PEPEUSDT,Market,10.0,1754430794449,Buy,ada463ca-059b-43f1-a7b6-100e65593ebe,-3.44513867,1.10528,1.10595867,0.010048,200000.0,2009.6,1754430794445,0.010553,200000,0.01005417,Trade,23,2010.8339,2025-08-05 21:53:14.445,LOSS
PONKEUSDT,Market,5.0,1754469396908,Sell,bf815642-4e06-45a3-b04e-2561380f9012,7.05988263,0.29551737,0.2997725,0.10746084,5000.0,537.30419,1754469396905,0.09267,5000,0.10900817,Trade,10,545.04087,2025-08-06 08:36:36.905,WIN
PONKEUSDT,Market,10.0,1754481146544,Buy,34672428-7681-418b-94f7-6bed55a524f9,-1.93760581,0.60519288,0.60559284,0.11003508,10000.0,1100.35081991,1754481146540,0.12103,10000,0.11010777,Trade,40,1101.07764,2025-08-06 11:52:26.540,LOSS
HBARUSDT,Market,10.0,1754597540363,Sell,745a27ce-5f0c-45c3-bfc6-735b3dbbdfa2,2.31408498,1.39155501,1.39436001,0.25301,10000.0,2530.1,1754597540360,0.24089,10000,0.25352,Trade,2,2535.2,2025-08-07 20:12:20.360,WIN
PONKEUSDT,Market,5.0,1754604090986,Buy,3ad1fd76-18fc-4477-9f32-1c9d1edc05a2,-139.08955742,0.9212313,0.9970591,0.11166438,15000.0,1674.96576811,1754604090982,0.13399,15000,0.12085564,Trade,32,1812.8345,2025-08-07 22:01:30.982,LOSS
PONKEUSDT,Market,5.0,1754607459979,Sell,33ce4eeb-abee-4468-b90d-c98244365575,12.01636477,1.67696839,1.68542684,0.12196134,25000.0,3049.0333,1754607459975,0.10425,25000,0.12257648,Trade,52,3064.41206,2025-08-07 22:57:39.975,WIN
PONKEUSDT,Market,5.0,1754639994607,Buy,27093da9-8bd1-4171-b87c-8d4d0d77b87d,-164.16477313,1.10547778,1.19508296,0.11166438,18000.0,2009.95892198,1754639994603,0.13399,18000,0.12071544,Trade,40,2172.87782,2025-08-08 07:59:54.603,LOSS
PONKEUSDT,Market,10.0,1754640824183,Sell,a60a1601-3d53-40c8-a331-028d9a043c0c,2.06009368,1.66902786,1.67199846,0.12138384,25000.0,3034.59578,1754640824179,0.10925,25000,0.12159987,Trade,42,3039.9969,2025-08-08 08:13:44.179,WIN
PONKEUSDT,Market,5.0,1754642607700,Buy,64101292-e5d2-4766-9cbd-c8ec44aeb85c,-5.8143732,0.99424507,0.99634813,0.12051453,15000.0,1807.71801,1754642607696,0.13881,15000,0.12076946,Trade,37,1811.54179,2025-08-08 08:43:27.696,LOSS
FARTCOINUSDT,Market,3.0,1755007695732,Sell,9ec307a8-83ea-4bf6-889d-aca698b87c06,0.08062625,0.01575602,0.01581773,0.8681,33.0,28.6473,1755007695728,0.7407,33,0.8715,Trade,1,28.7595,2025-08-12 14:08:15.728,WIN
FARTCOINUSDT,Market,10.0,1755018806237,Sell,03117271-2870-44fe-8954-84a9f8b47944,9.92295853,0.0526471,0.05817075,0.8702,110.0,95.722,1755018806233,0.8173,110,0.9615,Trade,2,105.765,2025-08-12 17:13:26.233,WIN
FARTCOINUSDT,Market,10.0,1755024781795,Sell,6a27a532-b279-479d-9de3-4b56b251c1e1,1.61003822,0.10672915,0.10773263,0.9466,205.0,194.053,1755024781791,0.852,205,0.9555,Trade,2,195.8775,2025-08-12 18:53:01.791,WIN
