equity
10000.0
10000.332778211417
10001.049086459978
10002.154810117094
10002.903851092702
10003.236695859761
10003.831415454919
10004.16432677762
10004.880921549478
10005.987087496058
10006.766636348204
10007.099614226549
10007.399027730973
10007.729235435972
10007.594138253473
10006.583702217655
10006.913843933904
10007.619154366404
10008.520979728622
10008.851187433622
10009.556638843622
10012.468819646936
10012.799159329435
10013.504892694435
10014.586019741935
10015.219789149429
10014.45675218439
10014.787157855639
10015.49303219814
10016.475596691835
10016.806068351834
10016.670843791093
10015.929666864255
10016.26297752081
10016.127766166668
10016.461076823223
10017.17853116498
10017.814541660337
10016.702746718393
10017.033218378392
10017.739233698392
10018.820792678393
10020.278304253736
10020.611748021576
10020.476476393467
10020.809920161308
10021.527661026365
10022.635596130795
10024.140045513239
10024.470781128239
10025.177360358239
10025.821364002899
10026.152165606649
10026.858885814148
10027.941524625398
10028.544761261835
10028.878471252245
10028.74308683073
10029.076796821138
10028.941408829853
10025.797117827411
10026.130761262177
10026.848931912182
10027.957530450807
10028.694401944247
10029.025269536747
10029.732130721748
10030.814985499248
10031.287449448619
10031.621292550311
10031.485876761193
10031.816876331193
10031.681453585412
10030.072744895408
10029.373473229567
10028.19757035587
10028.52843794837
10029.23529913337
10030.31815391087
10031.777117249036
10032.110960350728
10031.97553574781
10032.30653531781
10033.01367845781
10033.603189016838
10033.934254575588
10034.641538693088
10035.695135453561
10036.026267001062
10035.890786488624
10036.221918036124
10036.086434001967
10034.965518210576
10035.296583769326
10035.874797194103
10036.205928741603
10036.070444995254
10036.401576542754
10036.815045540652
10037.146177088152
10037.853602183153
10038.937320825653
10040.397807298803
10040.731916623066
10045.253652283924
10043.767272261513
10044.098667764014
10044.062505722071
10044.396748157618
10045.116208162472
10046.22679700368
10046.991020376656
10047.325329367844
10047.589435540856
10047.923811087689
10048.643557615842
10049.754588746513
10051.26270874319
10050.120226886113
10050.451820354863
10050.31614319078
10050.64773665953
10050.512055968953
10050.843649437704
10050.707965220696
10051.039558689446
10050.903870946073
10051.235464414824
10051.099773145146
10051.431432602647
10051.29574680673
10051.627406264231
10051.617277659227
10050.645012268751
10050.979454371225
10050.84377115266
10051.178213255134
10051.898103044938
10053.00935532034
10053.650167989925
10053.984743203684
10054.704919516786
10055.81661408165
10056.629523989794
10056.964165759195
10057.684485333946
10058.796401043543
10060.306346505049
10060.641121385734
10061.361727483785
10062.474085482845
10063.984437352165
10064.316492742164
10064.180629022292
10064.512684412291
10064.424803231735
10061.224769043423
10061.556758444673
