trade_number,strategy,entry_date,entry_price,position_size_units,risk_amount_usd,tp_price,sl_price,capital_before_trade,is_be,pred_momentum,pred_reversion,pred_pa,exit_date,exit_price,pnl_usd,exit_reason
103,long,2025-05-10 07:20:00+00:00,2356.51,0.33933551850778826,5.24145740122873,2387.4024772996227,2341.063761350189,3998.237713593941,False,1,1,1,2025-05-10 07:50:00+00:00,2387.4024772996227,10.48291480245746,Take Profit
104,short,2025-05-10 08:00:00+00:00,2413.44,0.3321085776647771,7.11428954912415,2370.596845516317,2434.8615772418416,4007.6206283963984,False,0,0,0,2025-05-10 08:05:00+00:00,2434.8615772418416,-7.11428954912415,Stop Loss
105,short,2025-05-10 08:05:00+00:00,2410.59,0.33181970711297015,7.940931568287536,2362.7270708365795,2434.5214645817105,3999.406338847274,False,0,0,0,2025-05-10 08:50:00+00:00,2362.7270708365795,15.881863136575072,Take Profit
106,short,2025-05-10 10:15:00+00:00,2412.53,0.33277830343944736,9.092314006391685,2357.885127348042,2439.8524363259794,4014.1882019838495,False,0,0,1,2025-05-10 13:45:00+00:00,2439.8524363259794,-9.092314006391685,Stop Loss
107,short,2025-05-10 15:30:00+00:00,2439.51,0.32826230578906895,6.807433268248776,2398.0344291032125,2460.247785448394,4003.995887977458,False,0,0,0,2025-05-10 16:15:00+00:00,2460.247785448394,-6.807433268248776,Stop Loss
108,short,2025-05-10 17:15:00+00:00,2486.09,0.32147576754737034,7.534626442490249,2439.21476271556,2509.52761864222,3996.0884547092096,False,0,0,0,2025-05-10 17:35:00+00:00,2509.52761864222,-7.534626442490249,Stop Loss
109,short,2025-05-10 17:35:00+00:00,2510.39,0.3176760446198973,8.65417160893189,2455.9057431257575,2537.632128437121,3987.4538282667195,False,0,0,0,2025-05-10 17:45:00+00:00,2462.32,15.270687464878371,Model Exit Signal
110,long,2025-05-10 17:45:00+00:00,2462.32,0.32502879526069706,11.222215660287247,2531.3736704680964,2427.793164765952,4001.624515731598,False,1,1,1,2025-05-10 21:50:00+00:00,2531.3736704680964,22.444431320574495,Take Profit
111,short,2025-05-11 00:00:00+00:00,2587.03,0.311010614260536,9.88216523171826,2523.4812670719343,2618.804366464033,4022.9689470521726,False,0,0,0,2025-05-11 00:25:00+00:00,2523.4812670719343,19.76433046343652,Take Profit
112,short,2025-05-11 02:20:00+00:00,2560.3,0.3157156018838112,9.28794213151987,2501.462602822917,2589.718698588542,4041.6332775156093,False,0,0,1,2025-05-11 06:45:00+00:00,2509.85,15.92785211503836,Model Exit Signal
113,long,2025-05-11 06:45:00+00:00,2509.85,0.32324331172226606,6.619163897916181,2550.80468433762,2489.37265783119,4056.4611296306475,False,1,1,1,2025-05-11 07:05:00+00:00,2489.37265783119,-6.619163897916181,Stop Loss
114,long,2025-05-11 09:00:00+00:00,2486.61,0.32564350386532115,7.079941655305858,2530.0927753126866,2464.868612343657,4048.7419657327314,False,1,1,0,2025-05-11 11:40:00+00:00,2530.0927753126866,14.159883310611717,Take Profit
115,short,2025-05-11 12:00:00+00:00,2526.71,0.32150914422655097,5.217089497634314,2494.2562450053483,2542.936877497326,4061.8018490433433,False,0,0,1,2025-05-11 13:30:00+00:00,2494.2562450053483,10.434178995268628,Take Profit
116,short,2025-05-11 13:30:00+00:00,2492.79,0.3266328915021813,6.41267306063268,2453.524676589728,2512.422661705136,4071.136028038612,False,0,0,1,2025-05-11 15:50:00+00:00,2453.524676589728,12.82534612126536,Take Profit
117,long,2025-05-11 16:00:00+00:00,2452.33,0.33297813705006074,9.019674356652573,2506.5057752419434,2425.242112379028,4082.8613741598774,False,1,1,1,2025-05-11 18:40:00+00:00,2506.5057752419434,18.039348713305145,Take Profit
118,short,2025-05-11 19:30:00+00:00,2520.01,0.32537971856248055,6.483725255858286,2480.156715446782,2539.9366422766093,4099.800722873183,False,0,0,0,2025-05-12 00:30:00+00:00,2539.9366422766093,-6.483725255858286,Stop Loss
119,short,2025-05-12 00:30:00+00:00,2537.52,0.3225367285867559,6.015334054306656,2500.219850769469,2556.1700746152655,4092.2169976173245,False,0,0,0,2025-05-12 01:35:00+00:00,2500.219850769469,12.030668108613312,Take Profit
120,short,2025-05-12 01:50:00+00:00,2511.81,0.32670844257534915,6.903384753597325,2469.5497835257643,2532.940108237118,4103.147665725938,False,0,0,0,2025-05-12 02:30:00+00:00,2532.940108237118,-6.903384753597325,Stop Loss
121,short,2025-05-12 03:20:00+00:00,2523.56,0.324552955425854,6.311446065548482,2484.666833507234,2543.006583246383,4095.1442809723403,False,0,0,0,2025-05-12 06:00:00+00:00,2493.69,9.694396778570223,Model Exit Signal
122,long,2025-05-12 06:00:00+00:00,2493.69,0.329129817880403,5.107119403334192,2524.724073036737,2478.1729634816315,4103.738677750911,False,1,1,1,2025-05-12 07:00:00+00:00,2524.724073036737,10.214238806668384,Take Profit
123,long,2025-05-12 08:00:00+00:00,2545.88,0.3230987255139739,12.600859264421114,2623.8800555209627,2506.879972239519,4112.852916557579,False,1,1,1,2025-05-12 11:00:00+00:00,2558.92,4.213207380702208,Model Exit Signal
124,short,2025-05-12 11:00:00+00:00,2558.92,0.32169556875074495,6.623982629684195,2517.7383159910632,2579.5108420044685,4115.966123938281,False,0,0,1,2025-05-12 14:25:00+00:00,2517.7383159910632,13.24796525936839,Take Profit
