equity
10000.0
10014.871510214329
10029.765136610262
10028.884049375381
10028.423624179142
10021.461625558419
10036.365052451118
10035.876745346271
10049.744219474223
10045.946478008547
10046.260407885526
10060.142230054538
10074.043233986606
10069.872817969497
10062.64370662284
10077.60837748946
10076.9394633026
10091.925394118367
10105.870315708706
10119.83450625225
10133.817992374643
10147.820800738325
10161.842958042578
10165.580260889397
10163.79054806636
10160.689021354941
10175.799500411511
10174.214866899236
10179.50941638754
10194.647884213806
10209.808865227962
10207.803464844332
10213.678652920084
10208.654834253508
10213.206449456247
10228.395029859661
10239.342592692094
