equity
10000.0
10014.871510214329
10029.765136610262
10044.680912077903
10058.560551715404
10057.345902559257
10057.030737784415
10060.744100815762
10064.513267571469
10079.48071875756
10076.569534625458
10090.493237642708
10092.094833709913
10094.906026418701
10097.969015404211
10094.726896728042
10100.281814439164
10115.302458856266
10130.345441240055
10133.375097299986
10132.28745387194
10125.013535370243
10137.23307904621
