symbol,orderType,orderLinkId,slLimitPrice,orderId,cancelType,avgPrice,stopOrderType,lastPriceOnCreated,orderStatus,createType,takeProfit,cumExecValue,tpslMode,smpType,triggerDirection,blockTradeId,cumFeeDetail,rejectReason,isLeverage,price,orderIv,createdTime,tpTriggerBy,positionIdx,timeInForce,leavesValue,updatedTime,side,smpGroup,triggerPrice,tpLimitPrice,cumExecFee,slTriggerBy,leavesQty,closeOnTrigger,slippageToleranceType,placeType,cumExecQty,reduceOnly,qty,stopLoss,smpOrderId,slippageTolerance,triggerBy,extraFees,createdTime_readable,updatedTime_readable
1000PEPEUSDT,Limit,,0,de6d8a7a-104b-4770-a35c-a134cbb29d2f,CancelByUser,,,0.004299,Cancelled,CreateByUser,,0,,None,0,,{},EC_PerCancelRequest,,0.004352,,1763746446125,,2,GTC,0,1763753655641,Sell,0,,0,0,,0,False,UNKNOWN,,0,False,3000,,,0,,,2025-11-21 17:34:06,2025-11-21 19:34:15
1000PEPEUSDT,Limit,,0,a4052a26-a209-424c-b59b-2ddc12741432,CancelByUser,,,0.004299,Cancelled,CreateByUser,,0,,None,0,,{},EC_PerCancelRequest,,0.004326,,1763746445908,,2,GTC,0,1763753655288,Sell,0,,0,0,,0,False,UNKNOWN,,0,False,3000,,,0,,,2025-11-21 17:34:05,2025-11-21 19:34:15
1000PEPEUSDT,Limit,,0,23c2e42c-fc11-49cc-b6f1-1fbb5eb5d105,CancelByUser,,,0.004299,Cancelled,CreateByUser,0.004223,0,Full,None,0,,{},EC_PerCancelRequest,,0.004317,,1763746445700,MarkPrice,2,GTC,0,1763753654862,Sell,0,,0,0,MarkPrice,0,False,UNKNOWN,,0,False,3000,0.004386,,0,,,2025-11-21 17:34:05,2025-11-21 19:34:14
1000PEPEUSDT,Market,,0,9b7ab0c0-06e0-45f9-813a-3f16b1f7947e,UNKNOWN,0.00427963,StopLoss,0.004278,Filled,CreateByStopLoss,,13.6948,Full,None,1,,{'USDT': '0.00753214'},EC_NoError,,0.00449,,1763744614910,,2,IOC,0,1763744619784,Buy,0,0.004279,0,0.00753214,,0,True,UNKNOWN,,3200,True,3200,,,0,MarkPrice,,2025-11-21 17:03:34,2025-11-21 17:03:39
1000PEPEUSDT,Market,,0,8a2ad6e7-32cf-4cf8-adca-8ae2e4414f51,UNKNOWN,0.004171,,0.00417,Filled,CreateByUser,,26.6944,,None,0,,{'USDT': '0.01468192'},EC_NoError,,0.004379,,1763740388185,,2,IOC,0,1763740388189,Buy,0,,0,0.01468192,,0,False,UNKNOWN,,6400,True,6400,,,0,,,2025-11-21 15:53:08,2025-11-21 15:53:08
1000PEPEUSDT,Market,,0,5074d914-86e8-4b63-b97c-913cf324768c,CancelByTpSlTsClear,,StopLoss,0.004229,Deactivated,CreateByStopLoss,,0,Full,None,1,,{},EC_NoError,,0,,1763738605778,,2,IOC,0,1763740388189,Buy,0,0.00431,0,0,,0,True,UNKNOWN,,0,True,6400,,,0,MarkPrice,,2025-11-21 15:23:25,2025-11-21 15:53:08
1000PEPEUSDT,Market,,0,7b3a149b-4a4d-4d14-a944-0a37dd55a821,CancelByTpSlTsClear,,TakeProfit,0.004229,Deactivated,CreateByTakeProfit,,0,Full,None,2,,{},EC_NoError,,0,,1763738605778,,2,IOC,0,1763740388189,Buy,0,0.004146,0,0,,0,True,UNKNOWN,,0,True,6400,,,0,MarkPrice,,2025-11-21 15:23:25,2025-11-21 15:53:08
1000PEPEUSDT,Limit,,0,f71e4f9f-351a-478d-88a9-642528a3251b,UNKNOWN,0.004277,,0.004225,Filled,CreateByUser,,13.6864,,None,0,,{'USDT': '0.00273728'},EC_NoError,,0.004277,,1763738407174,,2,GTC,0,1763744611228,Sell,0,,0,0.00273728,,0,False,UNKNOWN,,3200,False,3200,,,0,,,2025-11-21 15:20:07,2025-11-21 17:03:31
1000PEPEUSDT,Limit,,0,01a698a5-1f88-4122-b0fa-67835be79002,UNKNOWN,0.004252,,0.004225,Filled,CreateByUser,,13.6064,,None,0,,{'USDT': '0.00272128'},EC_NoError,,0.004252,,1763738406971,,2,GTC,0,1763738711491,Sell,0,,0,0.00272128,,0,False,UNKNOWN,,3200,False,3200,,,0,,,2025-11-21 15:20:06,2025-11-21 15:25:11
1000PEPEUSDT,Limit,,0,e1b21373-2324-4701-8dfc-482b95e79fa4,UNKNOWN,0.004231,,0.004226,Filled,CreateByUser,0.004146,13.5392,Full,None,0,,{'USDT': '0.00270784'},EC_NoError,,0.004231,,1763738406772,MarkPrice,2,GTC,0,1763738605778,Sell,0,,0,0.00270784,MarkPrice,0,False,UNKNOWN,,3200,False,3200,0.00431,,0,,,2025-11-21 15:20:06,2025-11-21 15:23:25
