timestamp,proba_long,proba_short,confidence_ratio,decision,base_prob_threshold,base_ratio_threshold,ict_mode,cooldown_blocked,cooldown_remaining_minutes
2025-10-08 08:30:00,0.2280391303159389,0.1098809014752825,2.075329991420173,HOLD,0.8,1.5,False,,
2025-10-08 08:45:00,0.19637296279506103,0.2008130840391396,1.0226106546485851,HOLD,0.8,1.5,False,,
2025-10-08 09:00:00,0.1710253822402438,0.15410965851087763,1.1097642022753051,HOLD,0.8,1.5,False,,
2025-10-08 09:15:00,0.15977351278411928,0.13785391338961514,1.1590060003052143,HOLD,0.8,1.5,False,,
2025-10-08 09:30:00,0.18267038006771655,0.1206355433307577,1.5142334922542038,HOLD,0.8,1.5,False,,
2025-10-08 09:45:00,0.17274801863248335,0.12356740018835449,1.3980064189192503,HOLD,0.8,1.5,False,,
2025-10-08 10:00:00,0.16704877903492776,0.1415921717876741,1.179788239179122,HOLD,0.8,1.5,False,,
2025-10-08 10:15:00,0.21981020844919913,0.12042066736767229,1.8253528505872456,HOLD,0.8,1.5,False,,
2025-10-08 10:30:00,0.1764319440541429,0.13061313358812301,1.3507978807897332,HOLD,0.8,1.5,False,,
2025-10-08 10:45:00,0.15978854930645103,0.1715765586368969,1.0737725536755338,HOLD,0.8,1.5,False,,
2025-10-08 11:00:00,0.12517197386782702,0.1927630923748439,1.5399860401529535,HOLD,0.8,1.5,False,,
2025-10-08 11:15:00,0.1205933556282244,0.23818584019923544,1.9751157844345528,HOLD,0.8,1.5,False,,
2025-10-08 11:30:00,0.12708478250592564,0.1754026464474087,1.380201806925468,HOLD,0.8,1.5,False,,
2025-10-08 11:45:00,0.20307255719637432,0.13333401945879883,1.5230363415176664,HOLD,0.8,1.5,False,,
2025-10-08 12:00:00,0.19063876654959427,0.14254930051059886,1.3373532235285845,HOLD,0.8,1.5,False,,
2025-10-08 12:15:00,0.26535792011441156,0.11295553769266524,2.349224531482555,HOLD,0.8,1.5,False,,
2025-10-08 12:30:00,0.28246664440189206,0.1075756633743498,2.625748571207445,HOLD,0.8,1.5,False,,
2025-10-08 12:45:00,0.22065438766908163,0.11575946096081734,1.9061456043214429,HOLD,0.8,1.5,False,,
2025-10-08 13:00:00,0.22077394393650102,0.11896614418600997,1.8557711981596132,HOLD,0.8,1.5,False,,
2025-10-08 13:15:00,0.19733498759664794,0.12786243728219643,1.5433382296719669,HOLD,0.8,1.5,False,,
2025-10-08 13:30:00,0.2662682690952578,0.11149206239442194,2.3882262411945434,HOLD,0.8,1.5,False,,
2025-10-08 13:45:00,0.3971111609349109,0.09467794800686696,4.194336371824498,HOLD,0.8,1.5,False,,
2025-10-08 14:00:00,0.2562681086229729,0.15021097302203526,1.7060545143088817,HOLD,0.8,1.5,False,,
2025-10-08 14:15:00,0.25306697392855393,0.19961576961788607,1.267770449263536,HOLD,0.8,1.5,False,,
2025-10-08 14:30:00,0.2556965932028434,0.13991496123442507,1.8275143054532117,HOLD,0.8,1.5,False,,
2025-10-08 14:45:00,0.36527412160193273,0.12841142031631897,2.8445610265982895,HOLD,0.8,1.5,False,,
2025-10-08 15:00:00,0.46342017654127504,0.10206262868405189,4.540547137736892,HOLD,0.8,1.5,False,,
2025-10-08 15:15:00,0.3290547054860596,0.14719107728245412,2.2355614997953714,HOLD,0.8,1.5,False,,
2025-10-08 15:30:00,0.26050438447013036,0.1459721058538665,1.7846175674887008,HOLD,0.8,1.5,False,,
2025-10-08 15:45:00,0.24385657952155826,0.1427497482281978,1.7082802775366892,HOLD,0.8,1.5,False,,
2025-10-08 16:00:00,0.25080088203809664,0.12776317605908608,1.9630138336738738,HOLD,0.8,1.5,False,,
2025-10-08 16:15:00,0.3997699621940778,0.20175761404403036,1.9814368051895896,HOLD,0.8,1.5,False,,
2025-10-08 16:30:00,0.3724628110257047,0.15584846303652267,2.3899036523601715,HOLD,0.8,1.5,False,,
2025-10-08 16:45:00,0.38993593022157486,0.14921098162601956,2.6133192474995246,HOLD,0.8,1.5,False,,
2025-10-08 17:00:00,0.381596402180989,0.2114341206047095,1.8048004791734134,HOLD,0.8,1.5,False,,
2025-10-08 17:15:00,0.3360921518203503,0.2773745299114952,1.2116907487056967,HOLD,0.8,1.5,False,,
2025-10-08 17:30:00,0.290634696898612,0.34861652061638077,1.1995006939518849,HOLD,0.8,1.5,False,,
2025-10-08 17:45:00,0.2952974798871992,0.29264022663890776,1.0090802733404463,HOLD,0.8,1.5,False,,
2025-10-08 18:00:00,0.28407497090109896,0.2993982976339789,1.0539411363284616,HOLD,0.8,1.5,False,,
2025-10-08 18:15:00,0.22654449826723982,0.2734264818682797,1.206943818806565,HOLD,0.8,1.5,False,,
2025-10-08 18:30:00,0.22610701635809544,0.20728082094511688,1.0908245892077169,HOLD,0.8,1.5,False,,
2025-10-08 18:45:00,0.2717562765115186,0.18841178312685694,1.4423528719992325,HOLD,0.8,1.5,False,,
2025-10-08 19:00:00,0.2871335537189888,0.1737246663479439,1.6528082036658185,HOLD,0.8,1.5,False,,
2025-10-08 19:15:00,0.31470401147839666,0.1585123938673207,1.9853590233569542,HOLD,0.8,1.5,False,,
2025-10-08 19:30:00,0.2770145510465389,0.1813319591379668,1.5276653512344827,HOLD,0.8,1.5,False,,
2025-10-08 19:45:00,0.2783026368923275,0.16454757820541863,1.6913201636118813,HOLD,0.8,1.5,False,,
2025-10-08 20:00:00,0.291365148392014,0.16170025144275077,1.80188432480682,HOLD,0.8,1.5,False,,
2025-10-08 20:15:00,0.1452666146066561,0.16634860443528204,1.145126186672075,HOLD,0.8,1.5,False,,
2025-10-08 20:30:00,0.14483680860282025,0.18892868740822039,1.3044245398026644,HOLD,0.8,1.5,False,,
2025-10-08 20:45:00,0.17230390458877434,0.15536960504007832,1.108993644827299,HOLD,0.8,1.5,False,,
2025-10-08 21:00:00,0.22213099975441195,0.11527264173583944,1.9270053710007857,HOLD,0.8,1.5,False,,
2025-10-08 21:15:00,0.22858171738018246,0.12422310526860798,1.8400901900328408,HOLD,0.8,1.5,False,,
2025-10-08 21:30:00,0.2124367019759536,0.14810157331371004,1.4343986847862062,HOLD,0.8,1.5,False,,
2025-10-08 21:45:00,0.18476602091383376,0.17911771683976632,1.03153403344863,HOLD,0.8,1.5,False,,
2025-10-08 22:00:00,0.21126193937401946,0.1276348083948702,1.6552063032870141,HOLD,0.8,1.5,False,,
2025-10-08 22:15:00,0.15779302994767058,0.2047773979528678,1.2977594639052106,HOLD,0.8,1.5,False,,
2025-10-08 22:30:00,0.15406808267487707,0.1906734275512531,1.237592006344511,HOLD,0.8,1.5,False,,
2025-10-08 22:45:00,0.1585951484449827,0.18137090483536364,1.1436094143717261,HOLD,0.8,1.5,False,,
2025-10-08 23:00:00,0.1494479914279237,0.16129926268543562,1.0793003047031755,HOLD,0.8,1.5,False,,
2025-10-08 23:15:00,0.1871148506716574,0.13367270249195817,1.399798516701002,HOLD,0.8,1.5,False,,
2025-10-08 23:30:00,0.14188853533715046,0.2022097643577116,1.4251310994029784,HOLD,0.8,1.5,False,,
2025-10-08 23:45:00,0.14837576201674152,0.16187135460482438,1.0909555065102892,HOLD,0.8,1.5,False,,
2025-10-09 00:00:00,0.1556146723725811,0.16151287849412244,1.0379026349611786,HOLD,0.8,1.5,False,,
2025-10-09 00:15:00,0.07242681159339164,0.21739778037094212,3.0016201954522863,HOLD,0.8,1.5,False,,
2025-10-09 00:30:00,0.10408620695367062,0.1711941114472565,1.6447338841298733,HOLD,0.8,1.5,False,,
2025-10-09 00:45:00,0.0774329396279065,0.19631806285137526,2.535330103632319,HOLD,0.8,1.5,False,,
2025-10-09 01:00:00,0.07806260910401679,0.16483297968959612,2.1115484299270557,HOLD,0.8,1.5,False,,
2025-10-09 01:15:00,0.08546814711472767,0.1514349397944693,1.7718289784753551,HOLD,0.8,1.5,False,,
